fracking*shock,houses*earthquake,fracking*activity,fracking*earthquake,houses*activity,houses*affected,Cuadrilla*Drilling,Hypocenter,Movement,Danger*earthquake,drilling*earthquake,Geology,fracking,Wells,richter scale,Drilling,Tremor,Seismic,fracking*danger,Epicenter,earthquake*affect,fracking*geology,Shock,Cuadrilla*protest,fracking*drilling,earthquake*effect,Activity,Protest,fracking*wells,Shaking,earthquake,geology*earthquake,Danger,Rumbling,drilling*activity,Quake
1,12,10,19,46,0,14,0,29,1,14,7,16,17,3,22,24,5,5,0,5,4,0,11,17,6,0,0,10,25,12,2,0,2,10,3
