fracking*shock,houses*earthquake,fracking*activity,fracking*earthquake,houses*activity,houses*affected,Cuadrilla*Drilling,Hypocenter,Movement,Danger*earthquake,drilling*earthquake,Geology,fracking,Wells,richter scale,Drilling,Tremor,Seismic,fracking*danger,Epicenter,earthquake*affect,fracking*geology,Shock,Cuadrilla*protest,fracking*drilling,earthquake*effect,Activity,Protest,fracking*wells,Shaking,earthquake,geology*earthquake,Danger,Rumbling,drilling*activity,Quake
4,4,3,5,11,6,16,0,15,3,3,2,25,10,2,15,6,3,5,0,2,2,22,8,16,4,15,24,9,12,5,0,6,1,2,1
