fracking*shock,houses*earthquake,fracking*activity,fracking*earthquake,houses*activity,houses*affected,Cuadrilla*Drilling,Hypocenter,Movement,Danger*earthquake,drilling*earthquake,Geology,fracking,Wells,richter scale,Drilling,Tremor,Seismic,fracking*danger,Epicenter,earthquake*affect,fracking*geology,Shock,Cuadrilla*protest,fracking*drilling,earthquake*effect,Activity,Protest,fracking*wells,Shaking,earthquake,geology*earthquake,Danger,Rumbling,drilling*activity,Quake
1,14,15,35,28,31,29,0,32,3,31,16,16,24,4,37,33,18,10,0,10,3,0,13,33,5,0,0,17,41,27,5,0,3,13,7
