fracking*shock,houses*earthquake,fracking*activity,fracking*earthquake,houses*activity,houses*affected,Cuadrilla*Drilling,Hypocenter,Movement,Danger*earthquake,drilling*earthquake,Geology,fracking,Wells,richter scale,Drilling,Tremor,Seismic,fracking*danger,Epicenter,earthquake*affect,fracking*geology,Shock,Cuadrilla*protest,fracking*drilling,earthquake*effect,Activity,Protest,fracking*wells,Shaking,earthquake,geology*earthquake,Danger,Rumbling,drilling*activity,Quake
2,5,2,6,9,17,2,0,22,0,6,3,7,8,1,10,3,4,1,0,0,0,24,0,2,0,28,20,4,9,2,0,19,1,3,1
