fracking*shock,houses*earthquake,fracking*activity,fracking*earthquake,houses*activity,houses*affected,Cuadrilla*Drilling,Hypocenter,Movement,Danger*earthquake,drilling*earthquake,Geology,fracking,Wells,richter scale,Drilling,Tremor,Seismic,fracking*danger,Epicenter,earthquake*affect,fracking*geology,Shock,Cuadrilla*protest,fracking*drilling,earthquake*effect,Activity,Protest,fracking*wells,Shaking,earthquake,geology*earthquake,Danger,Rumbling,drilling*activity,Quake
1,5,2,6,10,9,9,0,10,4,5,6,13,8,4,14,7,6,3,0,1,0,15,1,11,2,22,8,3,18,7,0,24,0,2,3
